,SEASON_ID,GAME_ID,MATCHUP,GAME_DATE,TEAM_ID,Date,VH,Team,Final,Open,Close,ML
4749,,,,,,2009-03-25,H,PHI,96,10.5,10,-650
4750,,,,,,2009-03-25,V,MIL,106,201,201,155
4751,,,,,,2009-03-25,H,TOR,115,3,4,-175
4752,,,,,,2009-03-25,V,MIA,88,204.5,1,-120
4753,,,,,,2009-03-25,H,IND,90,1.5,205,100
4754,,,,,,2009-03-25,V,SAS,102,179.5,179,245
4755,,,,,,2009-03-25,H,ATL,92,6.5,7,-290
4756,,,,,,2009-03-25,V,BKN,87,190,189.5,850
4757,,,,,,2009-03-25,H,CLE,98,12.5,12.5,-1100
4758,,,,,,2009-03-25,V,CHA,93,6.5,7,-300
4759,,,,,,2009-03-25,H,WAS,95,193,191.5,250
4760,,,,,,2009-03-25,V,LAC,140,215.5,217.5,220
4761,,,,,,2009-03-25,H,NYK,135,7,6,-260
4762,,,,,,2009-03-25,V,DEN,101,196,196.5,160
4763,,,,,,2009-03-25,H,NOP,88,4.5,4,-180
4764,,,,,,2009-03-25,V,BOS,82,192,189,140
4765,,,,,,2009-03-25,H,ORL,84,3.5,3.5,-160
4766,,,,,,2009-03-25,V,GSW,106,226.5,225,425
4767,,,,,,2009-03-25,H,DAL,128,9.5,9,-550
4768,,,,,,2009-03-25,V,UTA,114,230,229,135
4769,,,,,,2009-03-25,H,PHX,118,2,3,-155
4770,,,,,,2009-03-26,V,LAL,92,7.5,9,-440
4771,,,,,,2009-03-26,H,DET,77,194,193.5,320
4772,,,,,,2009-03-26,V,MIA,87,202.5,202.5,200
4773,,,,,,2009-03-26,H,CHI,106,5,5.5,-240
4774,,,,,,2009-03-26,V,PHX,109,221.5,221,240
4775,,,,,,2009-03-26,H,POR,129,7,6.5,-280
4776,,,,,,2009-03-27,V,OKC,96,202,201.5,190
4777,,,,,,2009-03-27,H,TOR,112,5.5,5,-230
4778,,,,,,2009-03-27,V,MIL,94,198,198,800
4779,,,,,,2009-03-27,H,ORL,110,12,11.5,-1200
4780,,,,,,2009-03-27,V,CHA,100,188,188,175
4781,,,,,,2009-03-27,H,PHI,95,5.5,4.5,-210
4782,,,,,,2009-03-27,V,NOP,93,4,4,-200
4783,,,,,,2009-03-27,H,NYK,103,207,205.5,170
4784,,,,,,2009-03-27,V,BOS,99,1,186,100
4785,,,,,,2009-03-27,H,ATL,93,183,1,-120
4786,,,,,,2009-03-27,V,MIN,85,190,192.5,1200
4787,,,,,,2009-03-27,H,CLE,107,14.5,14,-2000
4788,,,,,,2009-03-27,V,LAL,103,7,6.5,-300
4789,,,,,,2009-03-27,H,BKN,95,205.5,205,250
4790,,,,,,2009-03-27,V,DEN,103,208,205,145
4791,,,,,,2009-03-27,H,DAL,101,4,3.5,-165
4792,,,,,,2009-03-27,V,LAC,98,191,193,600
4793,,,,,,2009-03-27,H,SAS,111,12,11.5,-800
4794,,,,,,2009-03-27,V,MEM,113,209.5,209.5,135
4795,,,,,,2009-03-27,H,SAC,95,3,3,-155
4796,,,,,,2009-03-28,V,IND,106,209.5,213,350
4797,,,,,,2009-03-28,H,CHI,112,8,8.5,-450
4798,,,,,,2009-03-28,V,DET,98,5.5,4,-180
4799,,,,,,2009-03-28,H,WAS,96,193.5,191,160
4800,,,,,,2009-03-28,V,NYK,85,207,206,250
4801,,,,,,2009-03-28,H,CHA,96,6.5,6.5,-300
4802,,,,,,2009-03-28,V,MIL,85,197,197.5,370
4803,,,,,,2009-03-28,H,MIA,102,9,8.5,-470
4804,,,,,,2009-03-28,V,LAC,93,190.5,195,1800
4805,,,,,,2009-03-28,H,HOU,110,15,15.5,-2800
4806,,,,,,2009-03-28,V,GSW,116,228.5,229.5,950
4807,,,,,,2009-03-28,H,DEN,129,12,12,-1150
4808,,,,,,2009-03-28,V,PHX,99,228,230,400
4809,,,,,,2009-03-28,H,UTA,104,7.5,9,-500
4810,,,,,,2009-03-28,V,MEM,66,193,190,850
4811,,,,,,2009-03-28,H,POR,86,13,13,-1150
4812,,,,,,2009-03-29,V,DAL,74,191.5,190.5,425
4813,,,,,,2009-03-29,H,CLE,102,8,9,-515
4814,,,,,,2009-03-29,V,LAL,76,4,3.5,-165
4815,,,,,,2009-03-29,H,ATL,86,200,199.5,145
4816,,,,,,2009-03-29,V,CHI,129,209,209,105
4817,,,,,,2009-03-29,H,TOR,134,2,1.5,-125
4818,,,,,,2009-03-29,V,BKN,99,3,4.5,-180
4819,,,,,,2009-03-29,H,MIN,108,200,199.5,158
4820,,,,,,2009-03-29,V,PHI,97,184.5,184.5,110
4821,,,,,,2009-03-29,H,DET,101,2.5,2,-130
4822,,,,,,2009-03-29,V,WAS,115,209,207,415
4823,,,,,,2009-03-29,H,IND,124,8.5,9.5,-525
4824,,,,,,2009-03-29,V,OKC,84,190.5,191.5,550
4825,,,,,,2009-03-29,H,BOS,103,11.5,10.5,-725
4826,,,,,,2009-03-29,V,SAS,86,178.5,2,-125
4827,,,,,,2009-03-29,H,NOP,90,1.5,178,105
4828,,,,,,2009-03-29,V,PHX,118,5,6,-260
4829,,,,,,2009-03-29,H,SAC,126,236.5,236,220
4830,,,,,,2009-03-30,V,ORL,101,3,2.5,-135
4831,,,,,,2009-03-30,H,MIA,95,193,193,115
4832,,,,,,2009-03-30,V,MIL,107,199.5,200.5,130
4833,,,,,,2009-03-30,H,BKN,78,4.5,3,-150
4834,,,,,,2009-03-30,V,NYK,104,214.5,214,600
4835,,,,,,2009-03-30,H,UTA,112,12,11,-800
4836,,,,,,2009-03-30,V,MEM,114,221,221,195
4837,,,,,,2009-03-30,H,GSW,109,5.5,5.5,-235
4838,,,,,,2009-03-31,V,DET,73,179.5,180,450
4839,,,,,,2009-03-31,H,CLE,79,9.5,10,-600
4840,,,,,,2009-03-31,V,ATL,85,193,193.5,110
4841,,,,,,2009-03-31,H,PHI,98,3,2,-130
4842,,,,,,2009-03-31,V,LAL,84,6,5.5,-245
4843,,,,,,2009-03-31,H,CHA,94,193,191.5,205
4844,,,,,,2009-03-31,V,CHI,105,215.5,215.5,120
4845,,,,,,2009-03-31,H,IND,107,1.5,2.5,-140
4846,,,,,,2009-03-31,V,DAL,108,8,8,-375
4847,,,,,,2009-03-31,H,MIN,88,200,200,305
4848,,,,,,2009-03-31,V,OKC,96,188,188.5,800
4849,,,,,,2009-03-31,H,SAS,95,11.5,13,-1200
4850,,,,,,2009-03-31,V,NYK,104,221,221,850
4851,,,,,,2009-03-31,H,DEN,111,12,12.5,-1300
4852,,,,,,2009-03-31,V,UTA,104,194,192,215
4853,,,,,,2009-03-31,H,POR,125,6,6,-255
4854,,,,,,2009-03-31,V,NOP,111,6.5,6,-245
4855,,,,,,2009-03-31,H,SAC,110,201.5,201.5,205
4856,,,,,,2009-04-01,V,TOR,99,203,206,400
4857,,,,,,2009-04-01,H,ORL,95,10,10,-600
4858,,,,,,2009-04-01,V,CHA,109,180,181.5,320
4859,,,,,,2009-04-01,H,BOS,111,8.5,8,-400
4860,,,,,,2009-04-01,V,DET,98,186.5,187,100
4861,,,,,,2009-04-01,H,BKN,111,1,1,-120
4862,,,,,,2009-04-01,V,LAL,104,6.5,7,-300
4863,,,,,,2009-04-01,H,MIL,98,203.5,203,250
4864,,,,,,2009-04-01,V,WAS,107,201.5,201,135
4865,,,,,,2009-04-01,H,MEM,112,2.5,3,-155
4866,,,,,,2009-04-01,V,MIA,96,196.5,196.5,180
4867,,,,,,2009-04-01,H,DAL,98,5,5.5,-220
4868,,,,,,2009-04-01,V,HOU,109,224,222.5,110
4869,,,,,,2009-04-01,H,PHX,114,1.5,2,-130
4870,,,,,,2009-04-01,V,SAC,141,238.5,239,300
4871,,,,,,2009-04-01,H,GSW,143,8.5,8,-360
4872,,,,,,2009-04-01,V,NOP,104,2,4,-185
4873,,,,,,2009-04-01,H,LAC,98,192,196,165
4874,,,,,,2009-04-02,V,MIL,95,195,199,290
4875,,,,,,2009-04-02,H,PHI,105,8,7.5,-350
4876,,,,,,2009-04-02,V,CLE,101,10.5,10,-550
4877,,,,,,2009-04-02,H,WAS,109,193,197.5,450
4878,,,,,,2009-04-02,V,UTA,104,209,209,180
4879,,,,,,2009-04-02,H,DEN,114,4.5,5.5,-220
4880,,,,,,2009-04-03,V,MIA,97,184,183,175
4881,,,,,,2009-04-03,H,CHA,92,4,5,-210
4882,,,,,,2009-04-03,V,SAS,126,3.5,4.5,-190
4883,,,,,,2009-04-03,H,IND,121,200.5,200.5,165
4884,,,,,,2009-04-03,V,ATL,92,186,187.5,170
4885,,,,,,2009-04-03,H,BOS,104,5.5,4.5,-200
4886,,,,,,2009-04-03,V,DAL,102,5.5,7,-300
4887,,,,,,2009-04-03,H,MEM,107,196,196,250
4888,,,,,,2009-04-03,V,POR,107,4.5,4.5,-190
4889,,,,,,2009-04-03,H,OKC,72,193,191,165
4890,,,,,,2009-04-03,V,CLE,87,188,187,145
4891,,,,,,2009-04-03,H,ORL,116,3,3.5,-165
4892,,,,,,2009-04-03,V,MIN,103,202,202.5,1100
4893,,,,,,2009-04-03,H,UTA,102,13,13.5,-1400
4894,,,,,,2009-04-03,V,SAC,111,242,245,1500
4895,,,,,,2009-04-03,H,PHX,139,13,15,-2200
4896,,,,,,2009-04-03,V,NOP,103,3,6,-250
4897,,,,,,2009-04-03,H,GSW,111,218,217,210
4898,,,,,,2009-04-03,V,HOU,81,199,196,190
4899,,,,,,2009-04-03,H,LAL,93,6,5.5,-230
4900,,,,,,2009-04-04,V,TOR,102,220.5,220.5,130
4901,,,,,,2009-04-04,H,NYK,95,3,3,-150
4902,,,,,,2009-04-04,V,BKN,94,207.5,209,310
4903,,,,,,2009-04-04,H,CHI,103,7.5,8,-370
4904,,,,,,2009-04-04,V,DET,90,185,184.5,145
4905,,,,,,2009-04-04,H,PHI,95,3,3.5,-165
4906,,,,,,2009-04-04,V,ORL,88,1.5,1.5,-122
4907,,,,,,2009-04-04,H,ATL,82,192,192,102
4908,,,,,,2009-04-04,V,MIA,118,2,1.5,-122
4909,,,,,,2009-04-04,H,WAS,104,200.5,201.5,102
4910,,,,,,2009-04-04,V,MEM,107,200.5,201,270
4911,,,,,,2009-04-04,H,MIL,102,7,7.5,-330
4912,,,,,,2009-04-04,V,LAC,104,211.5,216,1200
4913,,,,,,2009-04-04,H,DEN,120,15,15,-1750
4914,,,,,,2009-04-05,V,SAS,81,181,182.5,190
4915,,,,,,2009-04-05,H,CLE,101,6.5,5,-230
4916,,,,,,2009-04-05,V,PHX,116,230,231,155
4917,,,,,,2009-04-05,H,DAL,140,4,4,-175
4918,,,,,,2009-04-05,V,NYK,112,217,217.5,200
4919,,,,,,2009-04-05,H,TOR,103,5.5,5.5,-240
4920,,,,,,2009-04-05,V,CHA,97,174,176,120
4921,,,,,,2009-04-05,H,DET,104,2,2.5,-140
4922,,,,,,2009-04-05,V,IND,117,209.5,211,110
4923,,,,,,2009-04-05,H,OKC,99,1,2,-130
4924,,,,,,2009-04-05,V,POR,88,186,184.5,160
4925,,,,,,2009-04-05,H,HOU,102,4.5,4,-180
4926,,,,,,2009-04-05,V,DEN,110,8,7,-300
4927,,,,,,2009-04-05,H,MIN,87,208,208.5,250
4928,,,,,,2009-04-05,V,UTA,108,192,192,125
4929,,,,,,2009-04-05,H,NOP,94,2.5,2.5,-145
4930,,,,,,2009-04-05,V,PHI,67,2,2.5,-140
4931,,,,,,2009-04-05,H,BKN,96,197,196.5,120
4932,,,,,,2009-04-05,V,GSW,105,246,242,105
4933,,,,,,2009-04-05,H,SAC,100,3,1.5,-125
4934,,,,,,2009-04-05,V,LAC,85,209,209.5,1500
4935,,,,,,2009-04-05,H,LAL,88,17.5,16.5,-3000
4936,,,,,,2009-04-07,V,ATL,118,1,1,-122
4937,,,,,,2009-04-07,H,TOR,110,197,198,102
4938,,,,,,2009-04-07,V,PHI,98,184.5,185,170
4939,,,,,,2009-04-07,H,CHA,101,4.5,5,-200
4940,,,,,,2009-04-07,V,NOP,93,190,190.5,170
4941,,,,,,2009-04-07,H,MIA,87,4,4.5,-200
4942,,,,,,2009-04-07,V,POR,96,6.5,7.5,-320
4943,,,,,,2009-04-07,H,MEM,93,190.5,192,260
4944,,,,,,2009-04-07,V,SAS,99,5.5,6.5,-275
4945,,,,,,2009-04-07,H,OKC,89,186,183.5,235
4946,,,,,,2009-04-07,V,NYK,103,219,220,310
4947,,,,,,2009-04-07,H,CHI,110,8,8,-370
4948,,,,,,2009-04-07,V,ORL,83,188.5,187,100
4949,,,,,,2009-04-07,H,HOU,93,pk,1,-120
4950,,,,,,2009-04-07,V,LAL,122,10,12.5,-1100
4951,,,,,,2009-04-07,H,SAC,104,216,214,775
4952,,,,,,2009-04-07,V,MIN,87,201.5,203,115
4953,,,,,,2009-04-07,H,LAC,77,2,2,-135
4954,,,,,,2009-04-08,V,WAS,86,199,198,2000
4955,,,,,,2009-04-08,H,CLE,98,15,16.5,-4000
4956,,,,,,2009-04-08,V,MEM,78,198,196.5,1500
4957,,,,,,2009-04-08,H,ORL,81,13.5,15,-3000
4958,,,,,,2009-04-08,V,TOR,101,218,219,280
4959,,,,,,2009-04-08,H,IND,130,6,7.5,-340
4960,,,,,,2009-04-08,V,BKN,104,193.5,195.5,400
4961,,,,,,2009-04-08,H,BOS,106,10,9.5,-600
4962,,,,,,2009-04-08,V,DET,113,2,4,-170
4963,,,,,,2009-04-08,H,NYK,86,202.5,202.5,150
4964,,,,,,2009-04-08,V,PHX,105,223,221,125
4965,,,,,,2009-04-08,H,NOP,100,3,3,-145
4966,,,,,,2009-04-08,V,ATL,113,1.5,1,-120
4967,,,,,,2009-04-08,H,MIL,105,196.5,197.5,100
4968,,,,,,2009-04-08,V,POR,95,180,181,135
4969,,,,,,2009-04-08,H,SAS,83,2,3,-155
4970,,,,,,2009-04-08,V,OKC,112,210,209.5,900
4971,,,,,,2009-04-08,H,DEN,122,13.5,13,-1500
4972,,,,,,2009-04-08,V,UTA,101,206,208.5,145
4973,,,,,,2009-04-08,H,DAL,130,3.5,3.5,-165
4974,,,,,,2009-04-08,V,MIN,105,223,225,240
4975,,,,,,2009-04-08,H,GSW,97,5,7,-280
4976,,,,,,2009-04-09,V,PHI,99,203.5,203.5,220
4977,,,,,,2009-04-09,H,CHI,113,6,6,-260
4978,,,,,,2009-04-09,V,HOU,115,9,11.5,-800
4979,,,,,,2009-04-09,H,SAC,98,205,207.5,600
4980,,,,,,2009-04-09,V,DEN,102,209,210,350
4981,,,,,,2009-04-09,H,LAL,116,9,8.5,-450
4982,,,,,,2009-04-10,V,CLE,102,7,6.5,-275
4983,,,,,,2009-04-10,H,PHI,92,185.5,185.5,235
4984,,,,,,2009-04-10,V,NYK,105,209.5,210.5,475
4985,,,,,,2009-04-10,H,ORL,95,11,10.5,-650
4986,,,,,,2009-04-10,V,MIA,98,190,190.5,205
4987,,,,,,2009-04-10,H,BOS,105,7,6,-245
4988,,,,,,2009-04-10,V,IND,118,212,213.5,185
4989,,,,,,2009-04-10,H,ATL,122,6.5,5.5,-225
4990,,,,,,2009-04-10,V,BKN,93,189.5,191,310
4991,,,,,,2009-04-10,H,DET,100,7,8,-370
4992,,,,,,2009-04-10,V,PHX,89,1.5,2.5,-140
4993,,,,,,2009-04-10,H,MEM,106,227,228,120
4994,,,,,,2009-04-10,V,WAS,100,214.5,216,250
4995,,,,,,2009-04-10,H,TOR,98,6,7,-300
4996,,,,,,2009-04-10,V,CHA,81,3,3.5,-160
4997,,,,,,2009-04-10,H,OKC,84,189.5,189.5,140
4998,,,,,,2009-04-10,V,NOP,92,196.5,196.5,290
4999,,,,,,2009-04-10,H,DAL,100,7,7,-350
5000,,,,,,2009-04-10,V,UTA,99,193,193,105
5001,,,,,,2009-04-10,H,SAS,105,3,1.5,-125
5002,,,,,,2009-04-10,V,LAL,98,195,194,-102
5003,,,,,,2009-04-10,H,POR,106,1.5,1,-118
5004,,,,,,2009-04-10,V,SAC,78,216.5,216,160
5005,,,,,,2009-04-10,H,LAC,109,4.5,4.5,-185
5006,,,,,,2009-04-10,V,HOU,113,8.5,6,-255
5007,,,,,,2009-04-10,H,GSW,109,214,212,215
5008,,,,,,2009-04-11,V,DET,102,208,206.5,110
5009,,,,,,2009-04-11,H,IND,106,2.5,2,-130
5010,,,,,,2009-04-11,V,ORL,93,6.5,6.5,-290
5011,,,,,,2009-04-11,H,BKN,103,193,190.5,245
5012,,,,,,2009-04-11,V,PHX,110,2,2,-130
5013,,,,,,2009-04-11,H,MIN,97,223.5,223.5,110
5014,,,,,,2009-04-11,V,OKC,98,206,206.5,260
5015,,,,,,2009-04-11,H,MIL,115,7,7,-320
5016,,,,,,2009-04-11,V,CHA,106,199.5,200.5,425
5017,,,,,,2009-04-11,H,CHI,113,10,9.5,-550
5018,,,,,,2009-04-11,V,GSW,118,227,226.5,1600
5019,,,,,,2009-04-11,H,UTA,108,15,14.5,-2500
5020,,,,,,2009-04-11,V,POR,87,6,6,-260
5021,,,,,,2009-04-11,H,LAC,72,195,195,220
5022,,,,,,2009-04-12,V,DAL,92,193,194,145
5023,,,,,,2009-04-12,H,NOP,102,3,4,-165
5024,,,,,,2009-04-12,V,BOS,76,185.5,185,340
5025,,,,,,2009-04-12,H,CLE,107,7.5,8,-440
5026,,,,,,2009-04-12,V,NYK,105,212.5,213,230
5027,,,,,,2009-04-12,H,MIA,122,6.5,6.5,-270
5028,,,,,,2009-04-12,V,PHI,104,205.5,2,-140
5029,,,,,,2009-04-12,H,TOR,111,1,208,120
5030,,,,,,2009-04-12,V,SAS,95,10.5,8.5,-450
5031,,,,,,2009-04-12,H,SAC,92,205.5,202,350
5032,,,,,,2009-04-12,V,MEM,75,200.5,201,550
5033,,,,,,2009-04-12,H,LAL,92,11.5,11,-750
5034,,,,,,2009-04-13,V,CLE,117,5.5,4.5,-190
5035,,,,,,2009-04-13,H,IND,109,208,208,165
5036,,,,,,2009-04-13,V,TOR,97,215.5,214.5,120
5037,,,,,,2009-04-13,H,WAS,96,2.5,2.5,-140
5038,,,,,,2009-04-13,V,CHI,91,195.5,197,160
5039,,,,,,2009-04-13,H,DET,88,4,4.5,-185
5040,,,,,,2009-04-13,V,CHA,87,191,194.5,140
5041,,,,,,2009-04-13,H,BKN,91,3,3.5,-160
5042,,,,,,2009-04-13,V,ORL,80,198.5,195,230
5043,,,,,,2009-04-13,H,MIL,98,5,6,-270
5044,,,,,,2009-04-13,V,MIN,94,201,201.5,625
5045,,,,,,2009-04-13,H,DAL,96,11,11.5,-850
5046,,,,,,2009-04-13,V,NOP,66,184.5,184.5,310
5047,,,,,,2009-04-13,H,HOU,86,8.5,8,-370
5048,,,,,,2009-04-13,V,LAC,85,204,203.5,850
5049,,,,,,2009-04-13,H,UTA,106,12.5,12.5,-1200
5050,,,,,,2009-04-13,V,SAC,98,222,224,2250
5051,,,,,,2009-04-13,H,DEN,118,16.5,17.5,-3500
5052,,,,,,2009-04-13,V,MEM,110,215.5,216.5,318
5053,,,,,,2009-04-13,H,PHX,119,9.5,8,-385
5054,,,,,,2009-04-13,V,OKC,83,195,195,775
5055,,,,,,2009-04-13,H,POR,113,12.5,12.5,-1100
5056,,,,,,2009-04-13,V,SAS,101,5,4,-175
5057,,,,,,2009-04-13,H,GSW,72,212,209.5,155
5058,,,,,,2009-04-14,V,MIA,79,190.5,192,475
5059,,,,,,2009-04-14,H,ATL,81,9,10,-650
5060,,,,,,2009-04-14,V,BOS,100,191,190,230
5061,,,,,,2009-04-14,H,PHI,98,2,6.5,-270
5062,,,,,,2009-04-14,V,UTA,112,210,206.5,235
5063,,,,,,2009-04-14,H,LAL,125,8,7,-275
5064,,,,,,2009-04-15,V,CHA,73,186,183,150
5065,,,,,,2009-04-15,H,ORL,98,4,3.5,-170
5066,,,,,,2009-04-15,V,ATL,90,189,189,318
5067,,,,,,2009-04-15,H,MEM,98,7,8,-385
5068,,,,,,2009-04-15,V,SAC,97,207,209.5,285
5069,,,,,,2009-04-15,H,MIN,90,7,7.5,-345
5070,,,,,,2009-04-15,V,BKN,73,211.5,211.5,200
5071,,,,,,2009-04-15,H,NYK,102,4,6,-240
5072,,,,,,2009-04-15,V,TOR,109,214,214,525
5073,,,,,,2009-04-15,H,CHI,98,9,10.5,-700
5074,,,,,,2009-04-15,V,NOP,98,176,176,400
5075,,,,,,2009-04-15,H,SAS,105,8,9,-500
5076,,,,,,2009-04-15,V,PHI,111,185,3,-150
5077,,,,,,2009-04-15,H,CLE,110,1,185,130
5078,,,,,,2009-04-15,V,WAS,107,192,192.5,175
5079,,,,,,2009-04-15,H,BOS,115,4,4.5,-210
5080,,,,,,2009-04-15,V,MIL,108,221,223,325
5081,,,,,,2009-04-15,H,IND,115,9,8,-400
5082,,,,,,2009-04-15,V,DET,96,181.5,2,-145
5083,,,,,,2009-04-15,H,MIA,102,2.5,180.5,125
5084,,,,,,2009-04-15,V,HOU,84,189,1,-117
5085,,,,,,2009-04-15,H,DAL,95,1,190,-103
5086,,,,,,2009-04-15,V,OKC,126,2,196,125
5087,,,,,,2009-04-15,H,LAC,85,194,2.5,-145
5088,,,,,,2009-04-15,V,GSW,113,238.5,239.5,440
5089,,,,,,2009-04-15,H,PHX,117,10.5,9,-540
5090,,,,,,2009-04-15,V,DEN,76,198,198.5,385
5091,,,,,,2009-04-15,H,POR,104,7,9,-485
5092,,,,,,2009-04-18,V,CHI,105,198,198.5,370
5093,,,,,,2009-04-18,H,BOS,103,9,8.5,-470
5094,,,,,,2009-04-18,V,DET,84,175.5,176,700
5095,,,,,,2009-04-18,H,CLE,102,11.5,11.5,-1000
5096,,,,,,2009-04-18,V,DAL,105,187.5,187.5,160
5097,,,,,,2009-04-18,H,SAS,97,4,4,-190
5098,,,,,,2009-04-18,V,HOU,108,183,182,185
5099,,,,,,2009-04-18,H,POR,81,5,5.5,-225
5100,,,,,,2009-04-19,V,UTA,100,210,210.5,750
5101,,,,,,2009-04-19,H,LAL,113,10.5,12,-1050
5102,,,,,,2009-04-19,V,PHI,100,191,192,463
5103,,,,,,2009-04-19,H,ORL,98,9,9.5,-575
5104,,,,,,2009-04-19,V,MIA,64,187,186.5,175
5105,,,,,,2009-04-19,H,ATL,90,5,4.5,-210
5106,,,,,,2009-04-19,V,NOP,84,195,195,235
5107,,,,,,2009-04-19,H,DEN,113,5.5,6.5,-275
5108,,,,,,2009-04-20,V,CHI,115,196,197,400
5109,,,,,,2009-04-20,H,BOS,118,8.5,9,-500
5110,,,,,,2009-04-20,V,DAL,84,189,188.5,230
5111,,,,,,2009-04-20,H,SAS,105,5.5,6,-270
5112,,,,,,2009-04-21,V,DET,82,178,177.5,775
5113,,,,,,2009-04-21,H,CLE,94,11,11.5,-1100
5114,,,,,,2009-04-21,V,HOU,103,184,182.5,210
5115,,,,,,2009-04-21,H,POR,107,6,6,-250
5116,,,,,,2009-04-21,V,UTA,109,211.5,211,600
5117,,,,,,2009-04-21,H,LAL,119,11.5,11,-800
5118,,,,,,2009-04-22,V,PHI,87,193.5,193,550
5119,,,,,,2009-04-22,H,ORL,96,9.5,10.5,-800
5120,,,,,,2009-04-22,V,MIA,108,184,184,195
5121,,,,,,2009-04-22,H,ATL,93,4.5,5,-235
5122,,,,,,2009-04-22,V,NOP,93,196,200.5,235
5123,,,,,,2009-04-22,H,DEN,108,6,6.5,-275
5124,,,,,,2009-04-23,V,BOS,107,199,203,150
5125,,,,,,2009-04-23,H,CHI,86,1.5,4,-170
5126,,,,,,2009-04-23,V,SAS,67,189,191,175
5127,,,,,,2009-04-23,H,DAL,88,4,5,-210
5128,,,,,,2009-04-23,V,LAL,86,3,2.5,-140
5129,,,,,,2009-04-23,H,UTA,88,215,214,120
5130,,,,,,2009-04-24,V,CLE,79,4.5,6,-250
5131,,,,,,2009-04-24,H,DET,68,178,178.5,210
5132,,,,,,2009-04-24,V,ORL,94,3.5,3.5,-170
5133,,,,,,2009-04-24,H,PHI,96,191,192.5,150
5134,,,,,,2009-04-24,V,POR,83,184.5,185,250
5135,,,,,,2009-04-24,H,HOU,86,5,7,-300
5136,,,,,,2009-04-25,V,DEN,93,200,195,165
5137,,,,,,2009-04-25,H,NOP,95,4,4,-190
5138,,,,,,2009-04-25,V,SAS,90,187.5,188,170
5139,,,,,,2009-04-25,H,DAL,99,3.5,5,-200
5140,,,,,,2009-04-25,V,ATL,78,185.5,186.5,165
5141,,,,,,2009-04-25,H,MIA,107,4,4,-190
5142,,,,,,2009-04-25,V,LAL,108,4,5,-230
5143,,,,,,2009-04-25,H,UTA,94,209,209,190
5144,,,,,,2009-04-26,V,BOS,118,200,202.5,135
5145,,,,,,2009-04-26,H,CHI,121,2.5,3,-155
5146,,,,,,2009-04-26,V,CLE,99,8,9,-470
5147,,,,,,2009-04-26,H,DET,78,177,179,370
5148,,,,,,2009-04-26,V,ORL,84,4,4.5,-210
5149,,,,,,2009-04-26,H,PHI,81,191,192,175
5150,,,,,,2009-04-26,V,POR,88,182,182,190
5151,,,,,,2009-04-26,H,HOU,89,4,5,-230
5152,,,,,,2009-04-27,V,ATL,81,188,186,175
5153,,,,,,2009-04-27,H,MIA,71,4.5,5,-210
5154,,,,,,2009-04-27,V,DEN,121,194,194.5,103
5155,,,,,,2009-04-27,H,NOP,63,2.5,1.5,-123
5156,,,,,,2009-04-27,V,UTA,96,211.5,212,850
5157,,,,,,2009-04-27,H,LAL,107,12,12,-1200
5158,,,,,,2009-04-28,V,CHI,104,200,198.5,320
5159,,,,,,2009-04-28,H,BOS,106,7,7.5,-375
5160,,,,,,2009-04-28,V,PHI,78,190,188,410
5161,,,,,,2009-04-28,H,ORL,91,8.5,8.5,-485
5162,,,,,,2009-04-28,V,DAL,106,188.5,187.5,178
5163,,,,,,2009-04-28,H,SAS,93,5,4.5,-215
5164,,,,,,2009-04-28,V,HOU,77,182,183,210
5165,,,,,,2009-04-28,H,POR,88,5,5.5,-250
5166,,,,,,2009-04-29,V,MIA,91,180,180,240
5167,,,,,,2009-04-29,H,ATL,106,5.5,6,-280
5168,,,,,,2009-04-29,V,NOP,86,195,197,600
5169,,,,,,2009-04-29,H,DEN,107,9.5,10.5,-800
5170,,,,,,2009-04-30,V,BOS,127,197,195,135
5171,,,,,,2009-04-30,H,CHI,128,2.5,3,-155
5172,,,,,,2009-04-30,V,ORL,114,184,187,225
5173,,,,,,2009-04-30,H,PHI,89,2.5,5.5,-265
5174,,,,,,2009-04-30,V,POR,76,180,178.5,195
5175,,,,,,2009-04-30,H,HOU,92,4.5,5.5,-235
5176,,,,,,2009-05-01,V,ATL,72,182,182,170
5177,,,,,,2009-05-01,H,MIA,98,4,4.5,-200
5178,,,,,,2009-05-02,V,CHI,99,195,195,220
5179,,,,,,2009-05-02,H,BOS,109,6,5.5,-260
5180,,,,,,2009-05-03,V,MIA,78,183,180.5,220
5181,,,,,,2009-05-03,H,ATL,91,5.5,5.5,-260
5182,,,,,,2009-05-03,V,DAL,95,205,208,270
5183,,,,,,2009-05-03,H,DEN,109,5,6.5,-330
5184,,,,,,2009-05-04,V,HOU,100,197,193,450
5185,,,,,,2009-05-04,H,LAL,92,8.5,9,-600
5186,,,,,,2009-05-04,V,ORL,95,189,188,105
5187,,,,,,2009-05-04,H,BOS,90,2.5,1.5,-125
5188,,,,,,2009-05-05,V,ATL,72,180,180,850
5189,,,,,,2009-05-05,H,CLE,99,11.5,11.5,-1300
5190,,,,,,2009-05-05,V,DAL,105,206,208.5,250
5191,,,,,,2009-05-05,H,DEN,117,6,7,-300
5192,,,,,,2009-05-06,V,ORL,94,188,188,165
5193,,,,,,2009-05-06,H,BOS,112,3.5,4,-185
5194,,,,,,2009-05-06,V,HOU,98,193,192.5,550
5195,,,,,,2009-05-06,H,LAL,111,9,9.5,-750
